"","X","address","bedroom","bathroom","carspace","soldprice","landareas","yearsold","CBD_Distance","latitute","longitude","distanceSchool","agency","schoolName","Suburb","position"
"10035",10070,"6 Lear Place Rosemeadow NSW 2560",3,1,1,730000,879,2022,45.96,-34.1035471,150.7988643,0.62," Richardson & Wrench ","Rosemeadow Public School ","Rosemeadow","South"
"10036",10071,"11 Ferdinand Place Rosemeadow NSW 2560",3,1,6,765000,871,2022,45.45,-34.1094255,150.7973608,0.47," McGrath ","Ambarvale Public School ","Rosemeadow","South"
"10037",10072,"83 Cleopatra Dr Rosemeadow NSW 2560",4,1,2,755000,632,2022,46.33,-34.1047388,150.8002234,0.06," LJ Hooker Ingleburn ","Our Lady Help of Christians Catholic Primary School ","Rosemeadow","South"
"10038",10073,"7 Romeo Crescent Rosemeadow NSW 2560",3,1,2,723000,590,2022,45.69,-34.0976607,150.7832199,0.2," Dougmal Real Estate ","Rosemeadow Public School ","Rosemeadow","South"
"10039",10074,"33 Lysander Avenue Rosemeadow NSW 2560",5,2,2,974000,654,2022,46.63,-34.1028641,150.7955799,NA," Ray White ",NA,"Rosemeadow","South"
"10040",10075,"6 Demetrius Road Rosemeadow NSW 2560",4,1,1,695000,602,2022,46.38,-34.1118461,150.786564,0.04," Starr Partners ","Our Lady Help of Christians Catholic Primary School ","Rosemeadow","South"
"10041",10076,"66 Cleopatra Drive Rosemeadow NSW 2560",3,1,1,680000,662,2022,46.17,-34.0984944,150.7831133,0.26," Ray White ","John Therry Catholic High School ","Rosemeadow","South"
"10042",10077,"24 Pyramus Circuit Rosemeadow NSW 2560",4,2,2,831000,511,2022,46.48,-34.0981719,150.7856451,1.03," Starr Partners ","Rosemeadow Public School ","Rosemeadow","South"
"10043",10078,"30 Cordelia Street Rosemeadow NSW 2560",3,1,4,735000,602,2022,45.66,-34.1136878,150.7941446,0.29," Ray White ","Rosemeadow Public School ","Rosemeadow","South"
"10044",10079,"14 Pyramus Circuit Rosemeadow NSW 2560",4,1,1,805000,628,2022,46.46,-34.1048613,150.7975906,1.1," Richardson & Wrench ","Rosemeadow Public School ","Rosemeadow","South"
"10045",10080,"15 Falstaff Place Rosemeadow NSW 2560",3,1,1,750000,643,2022,46.38,-34.114275,150.7949025,0.57," Ray White ","Rosemeadow Public School ","Rosemeadow","South"
"10046",10081,"7 Stephano Place Rosemeadow NSW 2560",4,2,2,830000,555,2022,46.62,-34.0988244,150.780802,0.26," Richardson & Wrench ","Our Lady Help of Christians Catholic Primary School ","Rosemeadow","South"
"10047",10082,"36 Horatio Street Rosemeadow NSW 2560",3,1,1,680000,432,2022,45.73,-34.1089622,150.7915112,0.22," Starr Partners ","Rosemeadow Public School ","Rosemeadow","South"
"10048",10083,"33 Anthony Drive Rosemeadow NSW 2560",4,1,2,770000,583,2022,45.94,-34.0986799,150.7802249,0.36," Ray White ","Rosemeadow Public School ","Rosemeadow","South"
"10049",10084,"63 Demetrius Road Rosemeadow NSW 2560",5,1,2,650000,611,2022,45.98,-34.1001405,150.7895614,0.21," Ray White ","John Therry Catholic High School ","Rosemeadow","South"
"10050",10085,"299 Copperfield Drive Rosemeadow NSW 2560",4,1,1,735000,565,2022,46.31,-34.1112416,150.7942392,0.76," Pereira Realty Group ","Rosemeadow Public School ","Rosemeadow","South"
"10051",10086,"12 Scarus Place Rosemeadow NSW 2560",3,1,2,868900,636,2022,45.91,-34.0990976,150.789749,0.22," Ray White ","Mary Brooksbank School ","Rosemeadow","South"
"10052",10087,"21 Edmund place Rosemeadow NSW 2560",3,1,3,795000,791,NA,46.05,-34.0976607,150.7832199,0.41," Luxe Agents Sydney ","Rosemeadow Public School ","Rosemeadow","South"
"10053",10088,"15 Donalbain Circuit Rosemeadow NSW 2560",3,2,1,775000,612,NA,46.51,-34.1080435,150.7951056,0.17," Elders ","Our Lady Help of Christians Catholic Primary School ","Rosemeadow","South"
"10054",10089,"1 Greco Place Rosemeadow NSW 2560",3,1,1,742000,389,2022,46.57,-34.0996479,150.7823879,0.47," Elders ","Our Lady Help of Christians Catholic Primary School ","Rosemeadow","South"
"10055",10090,"37 Horatio Street Rosemeadow NSW 2560",5,2,2,959000,727,2022,45.71,-34.1023887,150.7837363,0.19," Ray White ","Rosemeadow Public School ","Rosemeadow","South"
"10056",10091,"35 Oswald Crescent Rosemeadow NSW 2560",4,1,2,725000,610,2022,45.91,-34.1070029,150.7883221,0.63," Ray White ","Rosemeadow Public School ","Rosemeadow","South"
"10057",10092,"20 Edmund Place Rosemeadow NSW 2560",3,2,2,887799,1051,2022,46.02,-34.1042919,150.7964926,0.38," Murray Kennedy Real Estate ","Rosemeadow Public School ","Rosemeadow","South"
"10058",10093,"39 Francisco Crescent Rosemeadow NSW 2560",3,1,NA,715000,370,2022,46.26,-34.1067612,150.7904732,0.86," Ray White ","Rosemeadow Public School ","Rosemeadow","South"
"10059",10094,"6 Prospero Close Rosemeadow NSW 2560",3,1,1,735000,617,2022,45.69,-34.1120863,150.7956592,0.34," Robert Estate Agents ","Rosemeadow Public School ","Rosemeadow","South"
"10060",10095,"6 Caliban Place Rosemeadow NSW 2560",3,1,1,787500,560,2022,45.68,-34.1010263,150.7958855,0.51," Dougmal Real Estate ","Rosemeadow Public School ","Rosemeadow","South"
"10061",10096,"9 Sebastian Avenue Rosemeadow NSW 2560",4,2,2,940000,803,2022,46.54,-34.0994553,150.7931279,0.67," Ray White ","Rosemeadow Public School ","Rosemeadow","South"
"10062",10097,"13 Ophelia Street Rosemeadow NSW 2560",3,1,4,825000,600,2022,45.88,-34.0987587,150.7812991,0.37," Macarthur United Realty ","Rosemeadow Public School ","Rosemeadow","South"
"10063",10098,"5 Oswald Crescent Rosemeadow NSW 2560",3,1,1,775000,629,2022,46.11,-34.1056503,150.797883,0.55," Elders ","Rosemeadow Public School ","Rosemeadow","South"
"10064",10099,"40 Romeo Crescent Rosemeadow NSW 2560",3,1,1,800000,560,2022,45.78,-34.1069755,150.799035,0.3," Starr Partners ","Rosemeadow Public School ","Rosemeadow","South"
"10065",10100,"75 Hamlet Crescent Rosemeadow NSW 2560",3,1,4,810000,750,2022,46.03,-34.1115188,150.7927548,0.56," Murray Kennedy Real Estate ","Rosemeadow Public School ","Rosemeadow","South"
"10066",10101,"21 Falstaff Place Rosemeadow NSW 2560",4,1,4,775500,764,2022,46.44,-34.109192,150.79632,0.62," Dougmal Real Estate ","Rosemeadow Public School ","Rosemeadow","South"
"10067",10102,"7 Donalbain Circuit Rosemeadow NSW 2560",3,1,1,795000,619,2022,46.46,-34.1090466,150.790788,0.18," Starr Partners ","Our Lady Help of Christians Catholic Primary School ","Rosemeadow","South"
"10068",10103,"12 Talbragar Street Ruse NSW 2560",4,2,1,810000,562,2023,40.52,-34.0726114,150.8387866,0.68," Ray White ","Ruse Public School ","Ruse","South"
"10069",10104,"107 Junction Road Ruse NSW 2560",3,2,2,830000,682,2023,39.34,-34.0616445,150.8454735,0.69," Di Mez Real Estate ","Ruse Public School ","Ruse","South"
"10070",10105,"241 Junction Road Ruse NSW 2560",4,2,2,830000,545,2023,40.4,-34.0743958,150.8416978,0.82," Ray White ","Ruse Public School ","Ruse","South"
"10071",10106,"29 Giles Crescent Ruse NSW 2560",3,1,2,750000,679,2023,39.84,-34.0766884,150.8423667,0.17," Dougmal Real Estate ","Ruse Public School ","Ruse","South"
"10072",10107,"31 Endeavour Street Ruse NSW 2560",3,1,1,720000,558,2023,39.5,-34.0654922,150.8420125,0.48," Dougmal Real Estate ","Ruse Public School ","Ruse","South"
"10073",10108,"14 MacIntyre Crescent Ruse NSW 2560",4,1,NA,745000,613,2023,40.86,-34.0659805,150.8467125,1.14," Dougmal Real Estate ","Ruse Public School ","Ruse","South"
"10074",10109,"119 Bellinger Road Ruse NSW 2560",3,1,1,770000,569,2023,40.54,-34.0767198,150.8374992,0.84," Prudential Real Estate ","Ruse Public School ","Ruse","South"
"10075",10110,"85 Nymboida Crescent Ruse NSW 2560",4,2,1,855000,562,2023,40.36,-34.0602242,150.8470022,0.42," Ray White ","Ruse Public School ","Ruse","South"
"10076",10111,"10 Old Kent Road Ruse NSW 2560",3,1,2,790000,582,2023,39.9,-34.0744463,150.8399669,0.28," Ray White ","Ruse Public School ","Ruse","South"
"10077",10112,"4A Cudgegong Road Ruse NSW 2560",3,1,1,750000,619,2023,41.24,-34.0699588,150.83879,0.87," Prudential Real Estate ","St Thomas More Catholic Primary School ","Ruse","South"
"10078",10113,"59 Leichhardt Street Ruse NSW 2560",3,1,3,752000,562,2023,39.91,-34.0652395,150.840934,0.21," Dougmal Real Estate ","Ruse Public School ","Ruse","South"
"10079",10114,"196 Junction Road Ruse NSW 2560",3,2,1,763000,575,2023,40.39,-34.0604338,150.8450636,0.7," Dougmal Real Estate ","Ruse Public School ","Ruse","South"
"10080",10115,"102 Bellinger Road Ruse NSW 2560",3,2,1,655000,614,2023,40.46,-34.0733341,150.8410004,0.79," Ray White ","Ruse Public School ","Ruse","South"
"10081",10116,"33 Endeavour Street Ruse NSW 2560",3,1,2,685000,566,2023,39.51,-34.074035,150.8405704,0.48," Dougmal Real Estate ","Ruse Public School ","Ruse","South"
"10082",10117,"3 Dawson Place Ruse NSW 2560",4,2,1,855000,637,2023,40.21,-34.0661252,150.8467786,0.27," Dougmal Real Estate ","Ruse Public School ","Ruse","South"
"10083",10118,"76 Leichhardt Street Ruse NSW 2560",5,2,2,910000,557,2022,40.1,-34.0690173,150.8399396,0.15," First National Real Estate Pinnacle","Ruse Public School ","Ruse","South"
"10084",10119,"216 Junction Road Ruse NSW 2560",3,1,1,730000,622,2022,40.53,-34.0674252,150.8400991,0.94," Ray White ","Ruse Public School ","Ruse","South"
"10085",10120,"93 Junction Road Ruse NSW 2560",4,1,2,750000,557,2022,39.2,-34.0754806,150.840814,0.87," The Realty Group Camden ","Ruse Public School ","Ruse","South"
"10086",10121,"20 Brindabella Street Ruse NSW 2560",4,2,2,891000,723,2022,39.77,-34.0768496,150.8331514,0.83," First National Real Estate Pinnacle","Ruse Public School ","Ruse","South"
"10087",10122,"111 Cudgegong Road Ruse NSW 2560",3,1,1,795000,613,2022,40.73,-34.0750609,150.837873,0.96," Dougmal Real Estate ","Ruse Public School ","Ruse","South"
"10088",10123,"32 Brindabella Street Ruse NSW 2560",3,1,2,700000,557,2022,39.74,-34.0710194,150.8475626,0.7," Ray White ","Ruse Public School ","Ruse","South"
"10089",10124,"41 Denison Street Ruse NSW 2560",5,2,2,860000,561,2022,39.26,-34.0639757,150.8469102,0.71," Dougmal Real Estate ","Ruse Public School ","Ruse","South"
"10090",10125,"26 Kembla Crescent Ruse NSW 2560",3,2,1,705000,556,2022,39.69,-34.0682579,150.8440237,0.34," Space Real Estate ","Ruse Public School ","Ruse","South"
"10091",10126,"112 Bellinger Road Ruse NSW 2560",3,1,2,742000,582,2022,40.41,-34.0707631,150.8458066,0.7," My Property Consultants ","Ruse Public School ","Ruse","South"
"10092",10127,"3 Solitary Place Ruse NSW 2560",4,2,2,891000,715,2022,39.93,-34.0644736,150.8486871,0.89," Ray White ","Ruse Public School ","Ruse","South"
"10093",10128,"18 Brindabella Street Ruse NSW 2560",3,1,1,720000,724,2022,39.77,-34.0673741,150.8453627,0.85," Property Marketing Group ","Ruse Public School ","Ruse","South"
"10094",10129,"8 Jamison Street Ruse NSW 2560",4,2,2,842000,558,2022,40.27,-34.0732817,150.8406194,0.94," Century 21 ","Ruse Public School ","Ruse","South"
"10095",10130,"23 Georges River Road Ruse NSW 2560",4,1,4,975000,1233,2022,41.33,-34.0736204,150.8471385,0.8," First National Real Estate Davidson ","St Thomas More Catholic Primary School ","Ruse","South"
"10096",10131,"3 Bogan Place Ruse NSW 2560",3,1,1,733000,562,2022,40.55,-34.0735564,150.8391373,0.76," Dougmal Real Estate ","Ruse Public School ","Ruse","South"
"10097",10132,"19 Kanimbla Street Ruse NSW 2560",3,1,1,675000,570,2022,40.38,-34.0770029,150.8440334,1.13," Premiere Estate Agents ","Ruse Public School ","Ruse","South"
"10098",10133,"56 Bellinger Road Ruse NSW 2560",3,1,1,800000,648,2022,40.75,-34.0774742,150.8363804,NA," Ray White ",NA,"Ruse","South"
"10099",10134,"15 Burragorang Road Ruse NSW 2560",3,1,2,820000,713,NA,40.42,-34.0714404,150.846044,0.98," Ray White ","Ruse Public School ","Ruse","South"
"10100",10135,"91 Junction Road Ruse NSW 2560",3,1,1,740000,557,2022,39.18,-34.0772548,150.8393901,0.89," Ray White ","Ruse Public School ","Ruse","South"
"10101",10136,"50 Macintyre Crescent Ruse NSW 2560",3,1,3,750000,617,2022,41.14,-34.0758204,150.8425385,NA," Dougmal Real Estate ",NA,"Ruse","South"
"10102",10137,"64 Sirius Street Ruse NSW 2560",3,1,2,755000,567,2022,39.18,-34.0714353,150.8442917,0.79," Elders ","Ruse Public School ","Ruse","South"
"10103",10138,"3 Macarthur Place Ruse NSW 2560",4,2,1,795000,592,2022,39.24,-34.0599585,150.8462154,0.76," Ray White ","Ruse Public School ","Ruse","South"
"10104",10139,"2 Nambucca Street Ruse NSW 2560",3,1,3,650000,564,2022,40.26,-34.0692359,150.8469776,0.52," Prudential Real Estate ","Ruse Public School ","Ruse","South"
"10105",10140,"38 Bellinger Road Ruse NSW 2560",3,2,2,750000,631,2022,40.85,-34.0717398,150.8413956,1.09," Southwest Property Centre ","Ruse Public School ","Ruse","South"
"10106",10141,"32 Endeavour Street Ruse NSW 2560",3,1,1,750000,607,2022,39.48,-34.0760156,150.8370686,0.55," Nash Property Agents ","Ruse Public School ","Ruse","South"
"10107",10142,"8 Stromlo Place Ruse NSW 2560",4,2,2,758000,556,2022,39.73,-34.0667919,150.8476671,0.23," Ray White ","Ruse Public School ","Ruse","South"
"10108",10143,"104 Junction Road Ruse NSW 2560",3,1,1,712000,675,2022,39.5,-34.0661446,150.8439189,0.53," Prudential Real Estate ","Ruse Public School ","Ruse","South"
"10109",10144,"1 Brindabella Street Ruse NSW 2560",3,1,2,770000,715,2022,39.85,-34.0627661,150.8443138,1," Ray White ","Ruse Public School ","Ruse","South"
"10110",10145,"26 Endeavour Street Ruse NSW 2560",3,2,7,880000,556,2022,39.47,-34.0740057,150.8485809,0.54," Dougmal Real Estate ","Ruse Public School ","Ruse","South"
"10111",10146,"4 Bent Place Ruse NSW 2560",4,1,NA,750000,610,2022,39.22,-34.0663671,150.8474685,0.88," Ray White ","Ruse Public School ","Ruse","South"
"10112",10147,"27 Leichhardt Street Ruse NSW 2560",4,2,2,790000,664,2022,39.67,-34.0597781,150.8456147,0.45," Vii Group ","Ruse Public School ","Ruse","South"
"10113",10148,"13 Goulburn Street Ruse NSW 2560",3,1,2,750000,614,2022,41.13,-34.063048,150.8423784,1.3," Richardson & Wrench ","Briar Road Public School ","Ruse","South"
"10114",10149,"8 McPherson Place Ruse NSW 2560",4,1,NA,825000,587,2022,39.69,-34.0786978,150.8355658,0.79," Ray White ","Ruse Public School ","Ruse","South"
"10115",10150,"8 Namoi Place Ruse NSW 2560",4,2,3,880000,621,2022,41.24,-34.0776766,150.8333684,0.88," Richardson & Wrench ","St Thomas More Catholic Primary School ","Ruse","South"
"10116",10151,"24 Kanangra Crescent Ruse NSW 2560",3,1,1,805000,663,2022,40,-34.0696669,150.8431088,0.32," Dougmal Real Estate ","Ruse Public School ","Ruse","South"
"10117",10152,"2 Lofty Place Ruse NSW 2560",3,1,1,780000,587,2022,40.06,-34.0721725,150.8443465,0.62," My Property Consultants ","Ruse Public School ","Ruse","South"
"10118",10153,"72 Clareville Avenue Sandringham NSW 2219",4,3,2,3000000,520,2023,15.08,-33.9973991,151.1398735,NA," Raine & Horne ",NA,"Sandringham","South"
"10119",10154,"2 Waldron Street Sandringham NSW 2219",4,2,2,3050000,506,2023,15.75,-33.9952405,151.1384209,NA," Raine & Horne ",NA,"Sandringham","South"
"10120",10155,"35 Clareville Avenue Sandringham NSW 2219",3,2,1,1610000,292,2022,14.85,-34.0027757,151.1366162,NA," Ray White ",NA,"Sandringham","South"
"10121",10156,"1 Primrose Avenue Sandringham NSW 2219",3,2,3,3800000,651,2022,15.05,-33.9956244,151.1412343,NA," LJ Hooker ",NA,"Sandringham","South"
"10122",10157,"36 Mcmillan Ave Sandringham NSW 2219",5,3,3,3055000,468,2022,14.88,-33.9950558,151.1397517,NA," Tringas Property Group ",NA,"Sandringham","South"
"10123",10158,"33 Waldron Street Sandringham NSW 2219",3,2,3,2200000,455,2022,15.4,-33.9972854,151.1405114,NA," LJ Hooker ",NA,"Sandringham","South"
"10124",10159,"4 Vanston Parade Sandringham NSW 2219",5,4,2,5460000,400,2022,15.47,-33.9950056,151.138881,NA," Century 21 Bayview ",NA,"Sandringham","South"
"10125",10160,"42 Primrose Avenue Sandringham NSW 2219",5,3,2,4875000,525,2022,15.16,-33.9998316,151.13794,NA," Raine & Horne ",NA,"Sandringham","South"
"10126",10161,"2 Dickin Avenue Sandringham NSW 2219",5,4,6,5700000,638,2021,15.01,-33.9969411,151.140743,NA," Gavan Property ",NA,"Sandringham","South"
"10127",10162,"26 Primrose Avenue Sandringham NSW 2219",4,3,2,6210000,758,2021,15.12,-33.9952491,151.1401876,NA," LJ Hooker ",NA,"Sandringham","South"
"10128",10163,"56 Clareville Avenue Sandringham NSW 2219",4,2,4,3395000,518,2021,14.95,-33.9980472,151.1405697,NA," LJ Hooker ",NA,"Sandringham","South"
"10129",10164,"3/122 Clareville Avenue Sandringham NSW 2219",4,2,2,3700000,773,2021,15.6,-33.9961965,151.1400864,NA," Ausrealty Estate Agents ",NA,"Sandringham","South"
"10130",10165,"15 Dickin Avenue Sandringham NSW 2219",3,1,2,2560000,520,2021,14.99,-34.0021435,151.1389085,NA," Raine & Horne ",NA,"Sandringham","South"
"10131",10166,"6/122 Clareville Avenue Sandringham NSW 2219",8,4,2,5320000,928,2021,15.6,-33.9961866,151.139065,NA," Belle Property ",NA,"Sandringham","South"
"10132",10167,"2 Zealander Street Sandringham NSW 2219",4,4,2,3300000,462,2021,15.69,-34.0021435,151.1389085,NA," Raine & Horne ",NA,"Sandringham","South"
"10133",10168,"56 Waldron Street Sandringham NSW 2219",4,4,NA,2350000,588,2021,15.41,-34.0025655,151.1376475,NA," LJ Hooker ",NA,"Sandringham","South"
"10134",10169,"22 Primrose Avenue Sandringham NSW 2219",4,5,4,8380000,980,2021,15.1,-33.9996687,151.1372962,NA," LJ Hooker ",NA,"Sandringham","South"
"10135",10170,"37 Riverside Dr Sandringham NSW 2219",5,3,2,3580000,550,2021,15.78,-33.9978687,151.1406672,NA," Abode Property Agents ",NA,"Sandringham","South"
"10136",10171,"50 Waldron Street Sandringham NSW 2219",4,3,2,2440000,376,2021,15.45,-34.0030249,151.1365731,NA," Raine & Horne ",NA,"Sandringham","South"
"10137",10172,"112 Clareville Avenue Sandringham NSW 2219",5,3,4,3100000,607,2021,15.47,-34.0008853,151.1390051,NA," LJ Hooker ",NA,"Sandringham","South"
"10138",10173,"43 Sanoni Avenue Sandringham NSW 2219",3,2,2,1990000,430,2021,14.91,-34.00102,151.1389737,NA," LJ Hooker ",NA,"Sandringham","South"
"10139",10174,"34 Sanoni Avenue Sandringham NSW 2219",3,1,2,1700000,588,2020,14.98,-33.9952963,151.138839,NA," Raine & Horne ",NA,"Sandringham","South"
"10140",10175,"23 Sanoni Avenue Sandringham NSW 2219",3,1,2,1500000,400,2020,14.89,-34.0015391,151.1390252,NA," Century 21 Bayview ",NA,"Sandringham","South"
"10141",10176,"7 Sanoni Avenue Sandringham NSW 2219",3,2,2,2265000,430,2020,14.85,-33.9956935,151.1381797,NA," LJ Hooker ",NA,"Sandringham","South"
"10142",10177,"32 Waldron Street Sandringham NSW 2219",4,3,2,2735000,562,2020,15.56,-33.9955516,151.1401195,NA," LJ Hooker ",NA,"Sandringham","South"
"10143",10178,"26 Sanoni Avenue Sandringham NSW 2219",4,3,5,2700000,442,2020,14.96,-34.00075,151.1390362,NA," LJ Hooker ",NA,"Sandringham","South"
"10144",10179,"110-112 Ida Street Sandringham NSW 2219",4,6,4,5325000,847,2020,15.21,-33.9956428,151.1413679,NA," Raine & Horne ",NA,"Sandringham","South"
"10145",10180,"20 Dickin Avenue Sandringham NSW 2219",5,2,2,1950000,518,2020,15.07,-33.996677,151.13846,NA," McGrath ",NA,"Sandringham","South"
"10146",10181,"44 Clareville Avenue Sandringham NSW 2219",3,1,2,1362000,366,2019,14.84,-33.9951118,151.1402105,NA," LJ Hooker ",NA,"Sandringham","South"
"10147",10182,"18 Waldron Street Sandringham NSW 2219",3,2,2,2715000,905,2019,15.65,-33.9984407,151.1389477,NA," Highland Property Agents",NA,"Sandringham","South"
"10148",10183,"27 Dickin Avenue Sandringham NSW 2219",5,3,6,2700000,350,2019,15.02,-33.9976849,151.1387052,NA," Raine & Horne ",NA,"Sandringham","South"
"10149",10184,"28 Primrose Avenue Sandringham NSW 2219",3,2,2,2250000,513,2019,15.12,-34.00183,151.13683,NA," Century 21 ",NA,"Sandringham","South"
"10150",10185,"28 Clareville Avenue Sandringham NSW 2219",3,2,1,1162500,360,2019,14.73,-33.9961415,151.1382391,NA," LJ Hooker ",NA,"Sandringham","South"
"10151",10186,"20 McMillan Avenue Sandringham NSW 2219",3,1,2,1450000,468,2019,14.82,-33.997906,151.1403179,NA," Century 21 ",NA,"Sandringham","South"
